GQE-optimized(best_so_far)/cx_count,GQE-optimized(best_so_far)/energy - R-CASCI,GQE-optimized(best_so_far)/energy - R-CCSD,GQE-optimized(best_so_far)/num_sampled_basis,GQE-optimized(best_so_far)/num_symmetry_preserving_basis,GQE-optimized(best_so_far)/subspace_dim,GQE-optimized(best_so_far)/total_gates,GQE-optimized/cx_count/max,GQE-optimized/energy/mean,GQE-optimized/energy/min,GQE-optimized/energy/std,GQE-optimized/subspace_dim/max,GQE-optimized/total_gates/max,Global-refined(best_so_far)/energy - R-CASCI,Global-refined(best_so_far)/energy - R-CCSD,Global-refined(best_so_far)/subspace_dim,Local-refined(best_so_far)/energy - R-CASCI,Local-refined(best_so_far)/energy - R-CCSD,Local-refined(best_so_far)/subspace_dim,epoch
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4288,-107.44769812917637,-107.44834264803035,0.0031092683837388195,200,7998,0.00017042213023898967,0.1359173664836817,200,0.00035442973641863773,0.13610137408986134,200,33
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4352,-107.44770963756642,-107.44832608600686,0.0030776051716945897,200,8062,0.00017042213023898967,0.1359173664836817,200,0.00035442973641863773,0.13610137408986134,200,34
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4384,-107.4482564767204,-107.44833818847125,0.00010356605688712373,200,8184,0.0001678176755461891,0.1359147620289889,200,0.0002922519704924298,0.13603919632393513,200,35
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4384,-107.4478382333828,-107.44832611045369,0.002711098376290605,200,8170,0.0001678176755461891,0.1359147620289889,200,0.0002922519704924298,0.13603919632393513,200,36
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4416,-107.4473452679342,-107.44834260114564,0.003941289370879515,200,8216,0.00016410830598090342,0.1359110526594236,200,0.0002922519704924298,0.13603919632393513,200,37
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4352,-107.44823344408107,-107.44833466340083,0.00017908563054510918,200,8152,0.00016074964007373183,0.13590769399351643,200,0.00029113159696692037,0.13603807595040962,200,38
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4448,-107.44789768496953,-107.44833466590039,0.0025386383366362833,200,8234,0.00016074964007373183,0.13590769399351643,200,0.00029113159696692037,0.13603807595040962,200,39
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4480,-107.44655107501852,-107.44834264803043,0.005198733700284882,200,8190,0.00016074964007373183,0.13590769399351643,200,0.00029113159696692037,0.13603807595040962,200,40
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4512,-107.44745500280285,-107.44834264803039,0.0037007950996674416,200,8312,0.00016074964007373183,0.13590769399351643,200,0.00029113159696692037,0.13603807595040962,200,41
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4288,-107.44805933884754,-107.44834264803043,0.0018902531091515022,183,7998,0.00016074964007373183,0.13590769399351643,200,0.00029113159696692037,0.13603807595040962,200,42
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4256,-107.44772255979505,-107.44834264803045,0.0032175545008348303,200,7966,0.00016074964007373183,0.13590769399351643,200,0.00029113159696692037,0.13603807595040962,200,43
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4256,-107.4479130830471,-107.44834264803043,0.0025265669014496402,200,8056,0.00016074964007373183,0.13590769399351643,200,0.00029113159696692037,0.13603807595040962,200,44
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4352,-107.44772193539876,-107.44834264803035,0.0030842025859821455,200,8152,0.00016074964007373183,0.13590769399351643,200,0.00029113159696692037,0.13603807595040962,200,45
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4320,-107.44809577170685,-107.4483426480304,0.0018182696881338795,200,8030,0.0001594278598560095,0.1359063722132987,200,0.00029113159696692037,0.13603807595040962,200,46
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4288,-107.44729523893808,-107.44834264803039,0.004282079034412044,199,8088,0.0001594278598560095,0.1359063722132987,200,0.00029113159696692037,0.13603807595040962,200,47
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4288,-107.44690457352583,-107.44834264803036,0.00720196403021421,200,8056,0.0001594278598560095,0.1359063722132987,200,0.00029113159696692037,0.13603807595040962,200,48
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4320,-107.44792415600138,-107.44834264803042,0.0025305517836452123,200,8030,0.0001594278598560095,0.1359063722132987,200,0.00029113159696692037,0.13603807595040962,200,49
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4480,-107.44791174193519,-107.4483426480304,0.002536046663464528,200,8280,0.0001594278598560095,0.1359063722132987,200,0.00029113159696692037,0.13603807595040962,200,50
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4384,-107.44826617811181,-107.44833837891028,0.0001088907251830997,200,8184,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,51
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4408,-107.44752197497961,-107.44834264803042,0.0035938758008488003,182,8298,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,52
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4408,-107.44716978071348,-107.44834264803038,0.004400031710139174,200,8208,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,53
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4280,-107.44786973962776,-107.44834046831667,0.0028590647970138726,200,8170,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,54
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4344,-107.44810271728973,-107.44834264803045,0.0017948989356016936,200,8202,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,55
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4344,-107.4477244754186,-107.44834264803043,0.003085834035289856,200,8234,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,56
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4408,-107.44788773362028,-107.44834154134202,0.002530099274350568,200,8298,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,57
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4440,-107.44710053850065,-107.44834264803038,0.005446825242190885,200,8330,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,58
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4376,-107.44810284264886,-107.44834264803043,0.0018148117874478972,200,8266,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,59
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4280,-107.44771349359111,-107.4483426480304,0.0030847128711571784,200,8170,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,60
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4376,-107.44713417885544,-107.4483426480305,0.005204481573544161,193,8234,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,61
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4440,-107.4482499226565,-107.44834264803045,0.00020982368069125254,195,8330,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,62
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4696,-107.44770678756055,-107.44834264803038,0.00323205822856002,194,8586,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,63
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4440,-107.44772266907978,-107.44834264803042,0.003234833882947887,200,8240,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,64
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4408,-107.44757064002462,-107.44834264803042,0.0035595790330621795,200,8298,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,65
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4408,-107.44830516827973,-107.44834264803036,3.429128891866567e-05,200,8208,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,66
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4408,-107.44793272642274,-107.44834284625782,0.0025564368172411693,200,8208,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,67
4224,0.00026125372131957647,0.13600819807476228,120,120,200,7934,4344,-107.44810569037348,-107.44834264803038,0.001797989149696729,200,8144,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,68
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4368,-107.44774830068323,-107.44834580417833,0.003096697738530796,200,8144,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,69
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4440,-107.44774419201767,-107.4483426480304,0.003096493096152333,200,8240,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,70
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4376,-107.44792552032168,-107.44834264803039,0.0025257509455089257,200,8234,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,71
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4344,-107.44791284003679,-107.44834264803039,0.0025453049810466315,200,8144,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,72
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4504,-107.4464530943595,-107.44834580417839,0.005598550218673006,200,8394,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,73
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4344,-107.44733180574195,-107.44834264803042,0.004136703138934174,200,8144,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,74
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4408,-107.44738114111206,-107.44834580417842,0.003957044783212328,200,8208,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,75
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4408,-107.44811356504174,-107.44834264803046,0.0018158720873421195,200,8298,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,76
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4376,-107.44791950249515,-107.4483426480304,0.0025319836262570595,200,8176,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,77
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4408,-107.44808817373637,-107.44834264803036,0.002011117366152744,200,8298,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,78
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4376,-107.44697789863152,-107.44834264803039,0.005539202137840164,200,8266,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,79
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4440,-107.44810674505923,-107.44833945382163,0.0018229783277979804,200,8330,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,80
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4312,-107.44754377510424,-107.44834148465955,0.0036826308803795276,194,8202,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,81
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4408,-107.44771774222585,-107.44834264803032,0.0030964077480483635,200,8208,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,82
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4424,-107.44683085874854,-107.44834264803038,0.004806062096818747,200,8210,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,83
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4456,-107.44755205063467,-107.44834260114573,0.0035480722953197107,200,8242,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,84
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4344,-107.44807255601772,-107.44834264803038,0.0020523315367244033,200,8144,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,85
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4424,-107.44787777966425,-107.4483426480304,0.002720132144448133,200,8120,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,86
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4376,-107.44699590981651,-107.44834260114558,0.007425433770048952,162,8176,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,87
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4360,-107.4477281992151,-107.4483426480304,0.003090038445612782,200,8146,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,88
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4552,-107.44764834533522,-107.44834264803043,0.004779276616614802,176,8428,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,89
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4392,-107.44756945505374,-107.44834264803048,0.003560694415007646,200,8178,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,90
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4264,-107.44809510278154,-107.44834264803035,0.002048863791467724,200,8050,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,91
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4360,-107.4481096251951,-107.44833845133269,0.0018022913302166781,200,8112,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,92
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4280,-107.44725068862867,-107.44834135387103,0.005618941485444848,200,8080,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,93
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4296,-107.44700756055265,-107.44834264803043,0.011080699739388373,173,8082,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,94
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4408,-107.44807750167575,-107.44834264803045,0.001814875359024075,200,8208,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,95
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4280,-107.44829118728546,-107.4483426480304,7.299437612453682e-05,200,8080,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,96
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4328,-107.44793743463254,-107.44834264803043,0.0025338968942276844,200,8112,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,97
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4432,-107.44806843990794,-107.44834260114567,0.0020493930266751894,200,8308,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,98
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4376,-107.44740701088409,-107.44834264803043,0.005557590870972422,159,8176,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,99
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4376,-107.44792895674746,-107.44833845133267,0.0025306625518815855,200,8176,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,100
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4376,-107.44809851080883,-107.44834264803035,0.001796914401834046,200,8176,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,101
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4344,-107.44765081711193,-107.44834264803045,0.003354862771581062,200,8144,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,102
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4328,-107.44772010939369,-107.44834260114575,0.003234000368511931,200,8080,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,103
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4376,-107.44775954800058,-107.4483426480304,0.0030953894142791883,200,8176,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,104
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4456,-107.44811150417333,-107.44833845133266,0.0017999603497296718,200,8242,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,105
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4488,-107.44791955078679,-107.44834264803036,0.0025339480007294177,200,8274,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,106
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4344,-107.4473628711888,-107.44834260114561,0.003955814126970273,200,8144,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,107
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4328,-107.44792467500557,-107.4483426011457,0.002539043774353842,200,8114,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,108
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4376,-107.44753352180223,-107.44833845133269,0.0035592866742002317,200,8176,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,109
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4408,-107.4480841364825,-107.44834264803035,0.001812282108993501,197,8208,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,110
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4392,-107.44696794018772,-107.44833845133266,0.004803064997870284,200,8178,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,111
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4352,-107.44742065620672,-107.44833939890042,0.00691997006165782,200,8242,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,112
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4296,-107.44695659254485,-107.44834264803039,0.008391393001191518,169,7992,0.0001594278598560095,0.1359063722132987,200,0.0002431916512080079,0.1359901360046507,200,113
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4328,-107.44786960246489,-107.4483426480304,0.0027107054813093395,200,8048,0.00015644408004789057,0.1359033884334906,200,0.0002431916512080079,0.1359901360046507,200,114
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4504,-107.44805407286647,-107.44833837891021,0.0018084663974048468,200,8304,0.00015644408004789057,0.1359033884334906,200,0.0002431916512080079,0.1359901360046507,200,115
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4360,-107.44721602583486,-107.44834264803046,0.005610404366663233,200,8146,0.00015644408004789057,0.1359033884334906,200,0.0002431916512080079,0.1359901360046507,200,116
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4408,-107.44750048593666,-107.44834264803038,0.004883738210948457,196,8208,0.00015644408004789057,0.1359033884334906,200,0.0002431916512080079,0.1359901360046507,200,117
4216,0.0002580975733650348,0.13600504192680773,107,107,200,8016,4376,-107.44809943689688,-107.44833818847134,0.0018001276041254807,200,8176,0.00015644408004789057,0.1359033884334906,200,0.0002431916512080079,0.1359901360046507,200,118
